FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid-2c692dc9_1899559b653_732f,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 10:50:00,-42.5967,148.2333,9,30,MAI20111214_30,35.334,1,2067.64,1,2326.52,1,260.3,1,0.15,1,0,1,,9,0.13,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7330,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 10:50:00,-42.5967,148.2333,9,40,MAI20111214_40,35.318,1,,9,,9,256.6,1,0.22,1,0.6,1,,9,0.18,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7331,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 10:50:00,-42.5967,148.2333,9,50,MAI20111214_50,35.308,1,2088.57,1,2345.53,4,245.8,1,0.09,1,3.2,1,,9,0.3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7332,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 10:50:00,-42.5967,148.2333,9,60,MAI20111214_60,35.291,1,,9,,9,242.7,1,0.07,1,3.8,1,,9,0.35,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7333,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 10:50:00,-42.5967,148.2333,9,75,MAI20111214_75,35.293,1,2106.83,1,2330.33,1,239.3,1,0.06,1,4.6,1,,9,0.37,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7334,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 10:50:00,-42.5967,148.2333,9,82,MAI20111214_82,35.292,1,2097.55,1,2346.07,4,238.9,1,0.13,1,4.8,1,,9,0.43,1,1.7,1,,,,,,,,,,,0,0.005,0,0,,,0.003,0,0.058,0.024,0.002,0.005,0,,0,0,0,0,0,0.058,0,0.024,0,0,0.013,0,0.009,0,0,0,0,0.002,0,0.041,0,0,0.009,0,0,0,0,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7335,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 12:00:00,-42.5967,148.2333,9,WC,MAI20111214_WC,,,,,,,,,,,,,,,,,,,0.3,0.1,0.3,1,1386.5,1,3329,4,10342.5,1,0.042,0.039,0.004,0,,,0.025,0,0.8,0.258,0,0.084,0.051,,0.027,0,0.022,0,0,0.8,0,0.258,0,0,0.107,0,0.082,0,0,0,0,0.032,0,0,0,0,0.066,0,0,0.021,0.057,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7336,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,0,MAI20120119_0,35.492,1,2057.79,1,2330.89,1,250.4,1,0.09,1,0,1,,9,0.08,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7337,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,10,MAI20120119_10,35.484,1,2057.88,1,2335.65,1,251.2,1,0.08,1,0,1,,9,0.08,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7338,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,20,MAI20120119_20,35.488,1,,9,,9,250.2,1,0.16,1,0.1,1,,9,0.08,1,0.3,1,,,,,,,,,,,0.052,0.046,0.004,0,,,0.038,0,0.977,0.245,0,0.142,0.085,,0.118,0,0.057,0.008,0,0.977,0,0.245,0,0,0.149,0,0.16,0,0,0,0,0.025,0.062,0,0,0,0.068,0,0,0.026,0.029,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7339,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,30,MAI20120119_30,35.473,1,2054.08,1,2329.06,1,249.2,1,0.15,1,0.2,1,,9,0.09,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_733a,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,40,MAI20120119_40,35.474,1,,9,,9,246.4,1,0.19,1,0.3,1,,9,0.1,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_733b,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,50,MAI20120119_50,35.465,1,2063.81,1,2329.52,1,245.5,1,0.26,1,0.5,1,,9,0.11,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_733c,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,60,MAI20120119_60,35.45,1,,9,,9,241.6,1,0.38,1,0.8,1,,9,0.14,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_733d,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,75,MAI20120119_75,35.388,1,2077.46,1,2333.57,1,234.8,1,0.41,1,2.2,1,,9,0.24,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_733e,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:40:00,-42.5967,148.2333,15,80,MAI20120119_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.011,0,0,,,0.014,0,0.183,0.058,0.005,0.022,0.023,,0,0,0.004,0,0,0.183,0,0.058,0,0,0.04,0,0.038,0,0,0,0,0.008,0,0,0,0,0.018,0,0,0.002,0.008,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_733f,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:15:00,-42.5967,148.2333,15,82,MAI20120119_82,35.371,1,2080.24,1,2328.81,1,232.6,1,0.3,1,2.8,1,,9,0.27,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7340,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 13:30:00,-42.5967,148.2333,15,WC,MAI20120119_WC,,,,,,,,,,,,,,,,,,,0.3,0.1,0.4,1,4562.5,1,2331,4,2971.5,1,0.035,0.033,0.007,0,,,0.028,0,0.775,0.193,0,0.095,0.06,,0.053,0,0.051,0.004,0,0.775,0,0.193,0,0,0.124,0,0.133,0,0,0,0,0.02,0.036,0,0,0,0.049,0,0,0.014,0.026,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7341,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,0,MAI20120222_0,35.55,1,2058.46,1,2331.75,1,247,1,0.07,1,0,1,,9,0.05,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35718,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7342,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,10,MAI20120222_10,35.528,1,2059.25,1,2331.1,1,246.1,1,0.06,1,0,1,,9,0.06,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35719,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7343,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,20,MAI20120222_20,35.518,1,,9,,9,245.1,1,0.08,1,0,1,,9,0.07,1,0.3,1,,,,,,,,,,,0.083,0.069,0.004,0,,,0.051,0,1.141,0.393,0.026,0.142,0.079,,0,0,0.02,0,0,1.196,0.055,0.393,0,0,0.096,0,0.116,0,0,0,0,0.038,0.02,0,0,0,0.092,0,0,0.02,0.081,1,http://hdl.handle.net/102.100.100/35720,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7344,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,30,MAI20120222_30,35.508,1,2065.93,1,2334.48,1,238.6,1,0.16,1,0.6,1,,9,0.11,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7345,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,40,MAI20120222_40,35.496,1,,9,,9,235.8,1,0.14,1,0.9,1,,9,0.14,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7346,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,50,MAI20120222_50,35.423,1,2094.72,1,2331.37,1,214.7,1,0.12,1,5,1,,9,0.37,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35721,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7347,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,60,MAI20120222_60,35.33,1,,9,,9,206.8,1,0.13,1,8.1,1,,9,0.53,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7348,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,75,MAI20120222_75,35.297,1,2117.33,1,2321.08,1,204.9,1,0.09,1,9.2,1,,9,0.65,1,3.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35722,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7349,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 11:15:00,-42.5967,148.2333,15,82,MAI20120222_82,35.295,1,2118.44,1,2321.37,1,204.4,1,0.1,1,9.5,1,,9,0.66,1,3.5,1,,,,,,,,,,,0,0.003,0,0,,,0.014,0,0.044,0.01,0.003,0.007,0,,0,0,0,0,0,0.044,0,0.01,0,0,0.01,0,0.008,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,1,http://hdl.handle.net/102.100.100/35723,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_734a,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 12:40:00,-42.5967,148.2333,15,WC,MAI20120222_WC,,,,,,,,,,,,,,,,,,,0.3,0.1,0.4,1,2357.5,1,1349.5,1,11503,1,0.033,0.044,0.008,0,,,0.047,0,0.802,0.29,0.014,0.09,0.073,,0,0,0.028,0,0,0.833,0.031,0.29,0,0,0.094,0,0.096,0,0,0,0,0.032,0.007,0,0,0,0.084,0,0,0.021,0.076,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_734b,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,0,MAI20120326_0,35.486,1,2054.03,1,2332.64,1,245.6,1,0.06,1,0.1,1,,9,0.1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35724,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_734c,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,10,MAI20120326_10,35.442,1,2058.15,1,2327.57,1,245.1,1,0.05,1,0.1,1,,9,0.1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35725,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_734d,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,20,MAI20120326_20,35.439,1,,9,,9,245.4,1,0.07,1,0.2,1,,9,0.1,1,0,1,,,,,,,,,,,0.003,0.019,0,0,,,0.051,0,0.335,0.055,0,0.049,0.055,,0.018,0,0.028,0,0,0.365,0.03,0.055,0,0,0.024,0,0.137,0,0,0,0,0.005,0.008,0,0,0,0.01,0,0,0.004,0.042,1,http://hdl.handle.net/102.100.100/35726,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_734e,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,30,MAI20120326_30,35.445,1,2055.07,1,2331.41,1,244.1,1,0.08,1,0.2,1,,9,0.09,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_734f,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,40,MAI20120326_40,35.427,1,,9,,9,239.7,1,0.12,1,0.9,1,,9,0.14,1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7350,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,50,MAI20120326_50,35.436,1,2067.43,1,2330.02,1,235.9,1,0.13,1,1.6,1,,9,0.19,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35727,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7351,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 10:55:00,-42.5967,148.2333,22,60,MAI20120326_60,35.437,1,,9,,9,231.9,1,0.07,1,2.5,1,,9,0.23,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
